Date,VNI_Close,Change,Volume,Transaction_value,a,b,c,d
15/09/2020,"896,26","+1,69(+0,19%)",381.798.801,"6.725,95 tỷ",19.516.760,"467,75 tỷ",26.430.775,"828,09 tỷ"
14/09/2020,"894,57","+5,60(+0,63%)",364.431.541,"6.380,38 tỷ",16.520.420,"413,12 tỷ",30.456.756,"840,44 tỷ"
11/09/2020,"888,97","+0,15(+0,02%)",309.908.605,"5.517,67 tỷ",21.437.130,"600,67 tỷ",32.870.950,"909,73 tỷ"
10/09/2020,"888,82","-0,50(-0,06%)",387.236.519,"11.429,46 tỷ",83.413.896,"5.720,04 tỷ",33.570.290,"972,07 tỷ"
09/09/2020,"889,32","-0,82(-0,09%)",318.443.237,"5.985,20 tỷ",20.768.880,"465,29 tỷ",26.475.230,"634,44 tỷ"
08/09/2020,"890,14","+1,89(+0,21%)",294.020.747,"5.788,10 tỷ",18.175.603,"536,17 tỷ",29.265.760,"965,48 tỷ"
07/09/2020,"888,25","-13,29(-1,47%)",434.062.933,"7.587,74 tỷ",25.861.120,"756,25 tỷ",23.447.170,"702,87 tỷ"
04/09/2020,"901,54","-2,43(-0,27%)",346.438.791,"6.732,39 tỷ",32.437.020,"1.113,60 tỷ",31.766.480,"1.128,25 tỷ"
03/09/2020,"903,97","+12,24(+1,37%)",370.489.521,"7.659,25 tỷ",52.358.723,"1.471,76 tỷ",39.022.477,"1.081,63 tỷ"
01/09/2020,"891,73","+10,08(+1,14%)",316.999.969,"5.998,87 tỷ",23.240.254,"601,65 tỷ",25.815.656,"793,93 tỷ"
31/08/2020,"881,65","+2,67(+0,30%)",352.651.008,"6.328,08 tỷ",13.775.490,"477,76 tỷ",29.660.599,"766,70 tỷ"
28/08/2020,"878,98","+4,27(+0,49%)",398.321.424,"7.686,28 tỷ",19.377.890,"571,35 tỷ",63.431.948,"1.798,56 tỷ"
27/08/2020,"874,71","+1,24(+0,14%)",325.718.147,"6.240,19 tỷ",25.432.270,"705,21 tỷ",25.942.357,"940,71 tỷ"
26/08/2020,"873,47","-0,65(-0,07%)",352.376.560,"6.233,84 tỷ",17.570.170,"573,44 tỷ",29.909.130,"934,64 tỷ"
25/08/2020,"874,12","+5,44(+0,63%)",399.065.173,"7.549,64 tỷ",18.185.670,"407,56 tỷ",29.741.860,"863,54 tỷ"
24/08/2020,"868,68","+13,90(+1,63%)",381.517.543,"6.646,03 tỷ",26.981.191,"676,30 tỷ",35.116.681,"1.071,93 tỷ"
21/08/2020,"854,78","+6,57(+0,77%)",286.817.402,"4.958,88 tỷ",16.232.631,"405,87 tỷ",21.844.079,"676,86 tỷ"
20/08/2020,"848,21","-3,00(-0,35%)",285.685.594,"6.598,88 tỷ",36.297.070,"2.132,88 tỷ",27.407.350,"706,91 tỷ"
19/08/2020,"851,21","+4,78(+0,56%)",240.147.222,"3.999,15 tỷ",12.347.440,"293,31 tỷ",12.426.490,"312,90 tỷ"
18/08/2020,"846,43","-3,72(-0,44%)",227.510.848,"3.953,03 tỷ",11.906.230,"278,09 tỷ",18.094.100,"561,42 tỷ"
17/08/2020,"850,15","-0,59(-0,07%)",237.510.681,"3.850,39 tỷ",5.055.900,"129,02 tỷ",9.407.470,"213,10 tỷ"
14/08/2020,"850,74","-4,31(-0,50%)",304.706.001,"5.162,85 tỷ",12.276.610,"317,45 tỷ",26.642.180,"525,10 tỷ"
13/08/2020,"855,05","+8,13(+0,96%)",256.244.523,"4.448,43 tỷ",17.260.790,"489,59 tỷ",22.930.240,"618,84 tỷ"
12/08/2020,"846,92","+3,84(+0,46%)",272.493.250,"4.513,22 tỷ",12.831.840,"371,10 tỷ",22.578.680,"467,62 tỷ"
11/08/2020,"843,08","-0,12(-0,01%)",249.000.304,"4.184,49 tỷ",15.120.310,"471,04 tỷ",23.141.420,"592,44 tỷ"
10/08/2020,"843,20","+1,74(+0,21%)",309.297.390,"4.868,16 tỷ",19.030.324,"406,51 tỷ",22.957.618,"595,10 tỷ"
07/08/2020,"841,46","+1,42(+0,17%)",259.884.838,"4.555,83 tỷ",12.563.890,"373,51 tỷ",17.687.080,"462,64 tỷ"
06/08/2020,"840,04","+2,24(+0,27%)",257.016.920,"4.152,38 tỷ",16.537.360,"388,32 tỷ",16.666.490,"374,51 tỷ"
05/08/2020,"837,80","+10,23(+1,24%)",306.639.158,"5.370,78 tỷ",21.814.700,"559,78 tỷ",18.576.200,"535,79 tỷ"
04/08/2020,"827,57","+12,92(+1,59%)",277.448.893,"4.179,05 tỷ",15.111.789,"413,93 tỷ",19.325.569,"527,99 tỷ"
03/08/2020,"814,65","+16,26(+2,04%)",298.136.184,"4.752,24 tỷ",18.337.650,"397,46 tỷ",13.804.110,"384,30 tỷ"
31/07/2020,"798,39","-2,74(-0,34%)",249.630.878,"3.902,24 tỷ",16.894.180,"455,97 tỷ",22.630.530,"585,52 tỷ"
30/07/2020,"801,13","+10,29(+1,30%)",188.944.703,"3.196,53 tỷ",15.080.331,"482,39 tỷ",16.379.366,"467,55 tỷ"
29/07/2020,"790,84","-22,52(-2,77%)",362.091.753,"5.463,96 tỷ",33.415.236,"721,03 tỷ",17.359.390,"417,24 tỷ"
28/07/2020,"813,36","+28,19(+3,59%)",328.490.834,"5.028,52 tỷ",27.318.410,"654,81 tỷ",14.390.270,"438,18 tỷ"
27/07/2020,"785,17","-43,99(-5,31%)",422.707.490,"7.018,36 tỷ",33.097.638,"749,73 tỷ",13.006.318,"455,09 tỷ"
24/07/2020,"829,16","-27,59(-3,22%)",505.098.514,"7.540,28 tỷ",29.803.820,"721,66 tỷ",19.998.890,"466,07 tỷ"
23/07/2020,"856,75","+1,67(+0,20%)",240.494.702,"3.863,16 tỷ",15.347.800,"439,92 tỷ",18.306.170,"522,41 tỷ"
22/07/2020,"855,08","-6,61(-0,77%)",278.602.354,"4.328,41 tỷ",11.699.980,"367,41 tỷ",17.837.180,"516,69 tỷ"
21/07/2020,"861,69","+0,29(+0,03%)",245.405.073,"4.579,16 tỷ",16.658.940,"578,98 tỷ",29.703.040,"883,29 tỷ"
20/07/2020,"861,40","-10,62(-1,22%)",285.075.775,"4.768,92 tỷ",9.942.070,"333,26 tỷ",21.611.340,"573,14 tỷ"
17/07/2020,"872,02","-4,81(-0,55%)",270.682.017,"4.575,91 tỷ",12.495.690,"313,77 tỷ",11.036.440,"316,56 tỷ"
16/07/2020,"876,83","+6,92(+0,80%)",243.472.026,"4.296,64 tỷ",17.348.139,"577,51 tỷ",19.708.699,"602,46 tỷ"
15/07/2020,"869,91","+1,80(+0,21%)",258.293.626,"4.465,52 tỷ",18.304.320,"615,78 tỷ",22.619.770,"726,41 tỷ"
14/07/2020,"868,11","-0,61(-0,07%)",239.137.660,"4.066,90 tỷ",8.781.774,"288,27 tỷ",14.851.032,"361,39 tỷ"
13/07/2020,"868,72","-2,49(-0,29%)",246.073.500,"4.342,50 tỷ",20.410.022,"581,44 tỷ",28.040.982,"645,74 tỷ"
10/07/2020,"871,21","-5,25(-0,60%)",291.113.796,"4.840,51 tỷ",24.814.044,"820,83 tỷ",31.625.224,"982,72 tỷ"
09/07/2020,"876,46","+11,96(+1,38%)",306.075.738,"5.240,50 tỷ",19.638.148,"737,75 tỷ",23.933.928,"899,65 tỷ"
08/07/2020,"864,50","+1,08(+0,13%)",237.540.566,"4.302,28 tỷ",11.471.058,"387,79 tỷ",21.247.554,"702,02 tỷ"
07/07/2020,"863,42","+2,26(+0,26%)",330.902.376,"5.716,59 tỷ",26.589.279,"870,25 tỷ",26.265.299,"810,71 tỷ"
06/07/2020,"861,16","+13,55(+1,60%)",215.091.679,"4.185,21 tỷ",19.456.728,"699,15 tỷ",20.535.431,"674,11 tỷ"
03/07/2020,"847,61","+5,23(+0,62%)",203.001.178,"3.561,50 tỷ",20.401.106,"610,48 tỷ",20.756.746,"451,88 tỷ"
02/07/2020,"842,38","-1,11(-0,13%)",223.794.868,"3.781,67 tỷ",14.301.210,"544,41 tỷ",23.284.970,"721,57 tỷ"
01/07/2020,"843,49","+18,38(+2,23%)",303.545.946,"4.655,51 tỷ",36.446.782,"1.000,24 tỷ",34.490.532,"883,27 tỷ"
30/06/2020,"825,11","-4,25(-0,51%)",358.393.775,"4.946,58 tỷ",18.758.032,"433,00 tỷ",19.470.496,"465,05 tỷ"
29/06/2020,"829,36","-22,62(-2,65%)",389.638.233,"5.564,16 tỷ",18.703.390,"401,34 tỷ",23.555.995,"548,93 tỷ"
26/06/2020,"851,98","-2,61(-0,31%)",300.386.260,"4.285,02 tỷ",14.513.800,"444,48 tỷ",23.596.890,"472,77 tỷ"
25/06/2020,"854,59","-5,12(-0,60%)",312.296.946,"4.634,46 tỷ",18.258.840,"356,71 tỷ",17.750.710,"410,00 tỷ"
24/06/2020,"859,71","-8,49(-0,98%)",370.920.927,"5.041,50 tỷ",18.618.510,"497,04 tỷ",15.284.800,"437,17 tỷ"
23/06/2020,"868,20","-3,08(-0,35%)",455.359.622,"6.831,06 tỷ",20.204.190,"608,20 tỷ",25.541.242,"734,94 tỷ"
22/06/2020,"871,28","+2,72(+0,31%)",350.370.945,"5.349,89 tỷ",13.536.645,"498,46 tỷ",17.511.333,"521,33 tỷ"
19/06/2020,"868,56","+13,29(+1,55%)",440.092.219,"6.186,08 tỷ",31.403.834,"1.066,91 tỷ",31.360.229,"1.114,52 tỷ"
18/06/2020,"855,27","+0,83(+0,10%)",280.310.648,"4.267,40 tỷ",30.228.210,"730,96 tỷ",20.111.700,"746,24 tỷ"
17/06/2020,"854,44","-1,69(-0,20%)",354.839.753,"4.346,57 tỷ",16.311.980,"464,30 tỷ",13.809.870,"365,24 tỷ"
16/06/2020,"856,13","+23,66(+2,84%)",412.445.091,"5.610,17 tỷ",25.704.690,"697,49 tỷ",24.980.470,"641,11 tỷ"
15/06/2020,"832,47","-31,05(-3,60%)",708.243.570,"22.733,76 tỷ",223.555.096,"15.600,99 tỷ",32.999.660,"744,14 tỷ"
12/06/2020,"863,52","-3,85(-0,44%)",620.770.592,"7.766,11 tỷ",24.352.960,"600,25 tỷ",32.636.971,"855,99 tỷ"
11/06/2020,"867,37","-32,63(-3,63%)",707.457.705,"9.997,90 tỷ",41.214.330,"960,81 tỷ",34.208.100,"700,90 tỷ"
10/06/2020,"900,00","+0,57(+0,06%)",542.865.391,"7.135,64 tỷ",39.722.490,"1.028,99 tỷ",34.226.115,"841,76 tỷ"
09/06/2020,"899,43","-0,49(-0,05%)",501.725.105,"7.177,82 tỷ",28.659.619,"552,77 tỷ",25.994.569,"702,50 tỷ"
08/06/2020,"899,92","+13,70(+1,55%)",572.018.924,"8.432,38 tỷ",38.982.126,"837,17 tỷ",24.486.046,"481,31 tỷ"
05/06/2020,"886,22","+2,32(+0,26%)",499.608.204,"6.367,30 tỷ",21.171.078,"533,05 tỷ",33.449.168,"683,37 tỷ"
04/06/2020,"883,90","+2,73(+0,31%)",431.121.741,"6.650,94 tỷ",22.048.580,"616,93 tỷ",35.143.027,"780,86 tỷ"
03/06/2020,"881,17","+6,37(+0,73%)",351.958.204,"5.395,52 tỷ",20.435.150,"631,65 tỷ",30.988.080,"696,91 tỷ"
02/06/2020,"874,80","-3,87(-0,44%)",484.708.142,"6.925,73 tỷ",26.100.830,"727,62 tỷ",30.210.860,"695,26 tỷ"
01/06/2020,"878,67","+14,20(+1,64%)",476.516.181,"7.354,16 tỷ",24.934.150,"583,44 tỷ",18.193.950,"489,47 tỷ"
29/05/2020,"864,47","+3,08(+0,36%)",318.190.600,"4.895,24 tỷ",31.346.510,"767,93 tỷ",37.399.650,"821,35 tỷ"
28/05/2020,"861,39","+3,91(+0,46%)",322.215.391,"7.315,57 tỷ",25.593.670,"726,32 tỷ",19.714.247,"446,55 tỷ"
27/05/2020,"857,48","-11,65(-1,34%)",388.896.509,"6.686,70 tỷ",15.761.020,"480,71 tỷ",25.933.600,"597,14 tỷ"
26/05/2020,"869,13","+10,09(+1,17%)",328.348.697,"5.545,61 tỷ",14.534.230,"466,38 tỷ",18.246.560,"506,07 tỷ"
25/05/2020,"859,04","+6,30(+0,74%)",307.226.679,"5.868,07 tỷ",19.258.870,"864,00 tỷ",26.847.310,"942,99 tỷ"
22/05/2020,"852,74","-9,99(-1,16%)",303.976.346,"5.283,95 tỷ",26.356.030,"730,95 tỷ",33.249.903,"707,20 tỷ"
21/05/2020,"862,73","+9,82(+1,15%)",331.906.150,"5.468,78 tỷ",17.545.887,"546,74 tỷ",22.901.574,"613,44 tỷ"
20/05/2020,"852,91","+6,99(+0,83%)",265.771.467,"4.438,45 tỷ",21.987.500,"630,94 tỷ",22.877.840,"517,66 tỷ"
19/05/2020,"845,92","+8,91(+1,06%)",385.271.832,"8.060,63 tỷ",39.684.840,"2.011,11 tỷ",43.630.639,"2.107,02 tỷ"
18/05/2020,"837,01","+9,98(+1,21%)",254.048.734,"4.444,10 tỷ",20.349.200,"566,72 tỷ",26.094.920,"656,33 tỷ"
15/05/2020,"827,03","-5,37(-0,65%)",301.891.111,"5.253,47 tỷ",34.664.226,"892,31 tỷ",25.198.166,"787,43 tỷ"
14/05/2020,"832,40","-1,81(-0,22%)",341.117.383,"7.542,94 tỷ",71.088.658,"3.167,70 tỷ",27.830.875,"716,06 tỷ"
13/05/2020,"834,21","-1,11(-0,13%)",374.602.789,"6.750,83 tỷ",25.782.225,"797,35 tỷ",24.561.726,"722,44 tỷ"
12/05/2020,"835,32","+6,99(+0,84%)",322.211.096,"5.794,12 tỷ",21.875.880,"691,30 tỷ",26.083.092,"596,69 tỷ"
11/05/2020,"828,33","+14,60(+1,79%)",353.415.980,"6.247,51 tỷ",20.125.590,"590,67 tỷ",48.251.035,"1.018,72 tỷ"
08/05/2020,"813,73","+17,19(+2,16%)",371.337.502,"7.026,39 tỷ",32.535.160,"925,41 tỷ",31.379.093,"852,37 tỷ"
07/05/2020,"796,54","+13,95(+1,78%)",240.802.974,"4.372,05 tỷ",15.918.470,"586,14 tỷ",24.030.070,"706,48 tỷ"
06/05/2020,"782,59","+18,43(+2,41%)",272.445.795,"6.372,08 tỷ",19.076.090,"635,39 tỷ",67.122.908,"3.015,74 tỷ"
05/05/2020,"764,16","+1,69(+0,22%)",212.376.498,"3.416,02 tỷ",13.099.320,"537,35 tỷ",23.041.800,"649,21 tỷ"
04/05/2020,"762,47","-6,64(-0,86%)",285.569.959,"4.001,06 tỷ",15.410.656,"509,57 tỷ",26.623.726,"597,40 tỷ"
29/04/2020,"769,11","+1,90(+0,25%)",250.081.194,"4.191,09 tỷ",19.391.933,"545,12 tỷ",44.327.612,"1.038,41 tỷ"
28/04/2020,"767,21","-3,56(-0,46%)",219.399.280,"3.663,59 tỷ",12.813.290,"306,30 tỷ",29.223.040,"702,96 tỷ"
27/04/2020,"770,77","-5,89(-0,76%)",307.355.579,"4.704,90 tỷ",8.444.100,"218,28 tỷ",30.661.150,"681,22 tỷ"
24/04/2020,"776,66","+2,75(+0,36%)",262.269.637,"3.932,91 tỷ",13.145.710,"339,91 tỷ",25.810.780,"685,12 tỷ"
23/04/2020,"773,91","+4,99(+0,65%)",205.794.543,"3.292,67 tỷ",15.920.180,"308,18 tỷ",27.352.730,"622,52 tỷ"
22/04/2020,"768,92","+2,08(+0,27%)",253.435.487,"4.245,26 tỷ",19.870.740,"514,91 tỷ",31.386.180,"829,95 tỷ"
21/04/2020,"766,84","-28,13(-3,54%)",397.399.287,"6.123,69 tỷ",21.662.021,"871,12 tỷ",35.303.551,"1.081,71 tỷ"
20/04/2020,"794,97","+5,37(+0,68%)",336.053.146,"5.191,88 tỷ",17.678.690,"404,89 tỷ",32.860.450,"746,89 tỷ"
17/04/2020,"789,60","+8,90(+1,14%)",309.857.529,"5.373,92 tỷ",19.431.900,"563,90 tỷ",34.254.990,"956,13 tỷ"
16/04/2020,"780,70","+3,48(+0,45%)",250.935.655,"4.025,74 tỷ",20.504.850,"509,86 tỷ",25.916.486,"689,09 tỷ"
15/04/2020,"777,22","+9,81(+1,28%)",302.623.284,"4.637,48 tỷ",15.483.940,"362,72 tỷ",19.996.880,"547,64 tỷ"
14/04/2020,"767,41","+1,62(+0,21%)",266.774.993,"4.068,39 tỷ",20.339.960,"432,25 tỷ",28.564.860,"585,61 tỷ"
13/04/2020,"765,79","+7,85(+1,04%)",235.281.711,"4.276,88 tỷ",23.360.905,"538,42 tỷ",29.374.838,"786,06 tỷ"
10/04/2020,"757,94","-2,39(-0,31%)",338.401.710,"4.122,24 tỷ",14.377.443,"429,13 tỷ",19.419.703,"489,33 tỷ"
09/04/2020,"760,33","+12,31(+1,65%)",298.466.917,"4.394,46 tỷ",20.187.305,"513,60 tỷ",34.898.845,"803,44 tỷ"
08/04/2020,"748,02","+1,33(+0,18%)",252.294.484,"3.777,45 tỷ",21.890.290,"564,03 tỷ",40.288.810,"781,36 tỷ"
07/04/2020,"746,69","+9,94(+1,35%)",292.968.513,"4.776,51 tỷ",18.124.080,"562,75 tỷ",31.231.110,"925,88 tỷ"
06/04/2020,"736,75","+34,95(+4,98%)",334.903.626,"4.649,49 tỷ",14.246.010,"231,96 tỷ",37.639.127,"902,16 tỷ"
03/04/2020,"701,80","+21,57(+3,17%)",233.091.019,"3.502,42 tỷ",14.205.922,"373,50 tỷ",37.860.052,"748,49 tỷ"
01/04/2020,"680,23","+17,70(+2,67%)",267.021.451,"3.834,17 tỷ",19.852.560,"389,55 tỷ",28.278.960,"516,72 tỷ"
31/03/2020,"662,53","+0,27(+0,04%)",262.791.623,"3.771,80 tỷ",16.212.120,"359,37 tỷ",31.427.550,"752,99 tỷ"
30/03/2020,"662,26","-33,80(-4,86%)",233.101.381,"3.441,66 tỷ",19.605.730,"542,02 tỷ",24.403.040,"697,79 tỷ"
27/03/2020,"696,06","+1,85(+0,27%)",327.993.584,"4.420,11 tỷ",26.031.710,"668,04 tỷ",29.633.680,"649,99 tỷ"
26/03/2020,"694,21","+3,96(+0,57%)",221.850.923,"4.050,80 tỷ",25.077.430,"849,10 tỷ",28.552.190,"892,44 tỷ"
25/03/2020,"690,25","+31,04(+4,71%)",270.182.844,"4.894,28 tỷ",26.906.490,"637,44 tỷ",42.321.860,"974,91 tỷ"
24/03/2020,"659,21","-7,38(-1,11%)",245.148.982,"4.152,97 tỷ",13.419.926,"396,08 tỷ",46.573.076,"1.057,80 tỷ"
23/03/2020,"666,59","-43,14(-6,08%)",280.248.298,"4.828,38 tỷ",16.571.070,"516,43 tỷ",34.094.140,"899,76 tỷ"
20/03/2020,"709,73","-16,21(-2,23%)",230.589.297,"4.216,85 tỷ",20.965.630,"703,97 tỷ",60.800.470,"1.619,79 tỷ"
19/03/2020,"725,94","-21,72(-2,91%)",353.389.671,"4.218,01 tỷ",32.566.550,"607,29 tỷ",40.671.960,"1.083,31 tỷ"
18/03/2020,"747,66","+1,88(+0,25%)",259.017.964,"4.287,26 tỷ",16.337.040,"439,27 tỷ",46.614.300,"1.034,79 tỷ"
17/03/2020,"745,78","-2,08(-0,28%)",287.277.094,"4.378,29 tỷ",13.925.493,"338,09 tỷ",39.520.303,"902,06 tỷ"
16/03/2020,"747,86","-13,92(-1,83%)",292.252.741,"4.573,71 tỷ",37.017.340,"856,25 tỷ",51.283.084,"1.243,82 tỷ"
13/03/2020,"761,78","-7,47(-0,97%)",354.705.442,"6.172,16 tỷ",18.879.750,"550,38 tỷ",46.871.930,"1.220,57 tỷ"
12/03/2020,"769,25","-42,10(-5,19%)",339.232.260,"5.219,55 tỷ",18.772.579,"658,59 tỷ",33.504.109,"1.097,35 tỷ"
11/03/2020,"811,35","-26,15(-3,12%)",318.568.905,"5.465,57 tỷ",14.740.570,"632,65 tỷ",30.519.000,"878,42 tỷ"
10/03/2020,"837,50","+2,01(+0,24%)",298.017.446,"5.188,53 tỷ",18.565.120,"595,03 tỷ",38.349.440,"993,14 tỷ"
09/03/2020,"835,49","-55,95(-6,28%)",309.100.873,"5.561,16 tỷ",18.579.943,"593,16 tỷ",24.059.783,"822,77 tỷ"
06/03/2020,"891,44","-1,87(-0,21%)",214.338.753,"3.939,72 tỷ",16.995.070,"468,67 tỷ",19.469.130,"499,61 tỷ"
05/03/2020,"893,31","+3,94(+0,44%)",231.336.664,"3.580,72 tỷ",14.275.360,"433,51 tỷ",16.159.140,"443,93 tỷ"
04/03/2020,"889,37","-1,24(-0,14%)",238.450.919,"3.878,98 tỷ",14.846.080,"552,19 tỷ",25.104.450,"909,90 tỷ"
03/03/2020,"890,61","+6,18(+0,70%)",212.740.313,"3.962,63 tỷ",16.599.136,"586,20 tỷ",26.511.476,"855,03 tỷ"
02/03/2020,"884,43","+2,24(+0,25%)",206.634.751,"3.627,50 tỷ",11.106.810,"356,75 tỷ",21.501.070,"651,80 tỷ"
